runtime,1 card in a Pack,6 cards in a Pack
3215,2092,2442
3216,2350,2574
3217,2204,2406
3218,3254,2520
3219,2745,3780
3220,2616,2898
3221,2447,2520
3222,2180,2256
3223,2670,3486
3224,2162,2298
3225,2409,2226
3226,2305,2004
3227,2955,2028
3228,2645,4422
3229,2563,2520
3230,2434,3276
3231,3408,2286
3232,4140,2610
3233,3186,3072
3234,3814,3288
3235,2492,2226
3236,2146,4572
3237,2649,1980
3238,2897,2370
3239,2952,2082
3240,3892,3396
3241,3294,2544
3242,2279,2868
3243,2028,2592
3244,2972,3288
3245,2288,2676
3246,2295,2250
3247,2451,4062
3248,2010,2214
3249,3165,2160
3250,2411,2532
3251,2608,2610
3252,2214,2838
3253,2425,2058
3254,3014,3048
3255,3526,3060
3256,2773,2466
3257,2279,2088
3258,2157,2124
3259,2395,1944
3260,2617,2376
3261,2110,2958
3262,2217,2154
3263,3221,2532
3264,2276,2352
3265,2462,3468
3266,2275,2400
3267,2154,2700
3268,2111,2946
3269,3112,2214
3270,2541,2352
3271,2826,2100
3272,3383,2820
3273,2528,2724
3274,3064,2778
3275,4019,2736
3276,2863,3054
3277,1883,2598
3278,2399,2268
3279,2203,2130
3280,3121,2754
3281,2344,2106
3282,3694,3240
3283,2282,2286
3284,2550,4080
3285,2317,3162
3286,2445,2682
3287,2250,2184
3288,2475,3120
3289,2881,2046
3290,2284,3234
3291,2435,2574
3292,2097,3408
3293,2807,2262
3294,2778,2118
3295,2294,2640
3296,3127,2292
3297,2740,2544
3298,2320,2670
3299,3218,3348
3300,2377,2028
3301,2213,3264
3302,2199,2160
3303,1960,2688
3304,2941,2346
3305,2671,2346
3306,3219,2256
3307,3664,2586
3308,2354,2292
3309,3006,3006
3310,3189,2670
3311,2873,2748
3312,2520,2310
3313,2250,2538
3314,3217,2496
3315,2117,2010
3316,2168,2406
3317,3213,1878
3318,2236,3132
3319,2746,2838
3320,2189,3000
3321,3870,2244
3322,2585,2676
3323,2316,3048
3324,2505,2100
3325,2445,3606
3326,3162,2358
3327,2501,2766
3328,3355,2394
3329,2205,2760
3330,3260,2430
3331,2435,2292
3332,1969,2034
3333,2727,2538
3334,2848,3042
3335,2864,2742
3336,2720,2640
3337,3253,2346
3338,3353,2466
3339,3802,2646
3340,2961,2922
3341,1963,2202
3342,3140,2820
3343,2650,3372
3344,2178,2388
3345,2426,2814
3346,2360,2022
3347,2126,2940
3348,2541,2286
3349,2122,2826
3350,2376,3168
3351,3011,2466
3352,2479,2508
3353,2586,2478
3354,2388,2628
3355,2706,2964
3356,2625,2964
3357,2457,2304
3358,2743,3006
3359,3691,3072
3360,2277,2142
3361,4329,2460
3362,2505,2130
3363,2984,3216
3364,2605,3084
3365,2882,1878
3366,2629,1818
3367,2465,3114
3368,2821,2460
3369,2190,2058
3370,2316,2316
3371,2162,2712
3372,1885,2862
3373,2455,2352
3374,3486,2328
3375,2413,2796
3376,3011,2862
3377,2535,3642
3378,2475,2256
3379,2538,2568
3380,2478,2178
3381,1990,3522
3382,2439,2718
3383,1999,3234
3384,2127,2694
3385,2355,2016
3386,2906,2376
3387,3065,2118
3388,2133,2484
3389,2249,3282
3390,2166,3192
3391,2174,3270
3392,2396,2502
3393,2645,2226
3394,3075,2172
3395,2185,2406
3396,2469,2568
3397,2562,3174
3398,2370,1806
3399,2386,2166
3400,2344,2142
3401,1843,2490
3402,2241,3024
3403,2081,2292
3404,1987,2286
3405,2363,2484
3406,1951,2892
3407,2190,3396
3408,2419,1998
3409,2406,3510
3410,2239,3192
3411,2190,2130
3412,2705,1854
3413,2582,2772
3414,2453,3102
3415,3361,3126
3416,3018,2964
3417,3309,2256
3418,2693,2772
3419,1952,2250
3420,2100,2130
3421,2810,1896
3422,2530,2700
3423,2418,2274
3424,3089,3750
3425,1937,2496
3426,2649,2700
3427,2350,2592
3428,2181,1920
3429,2820,2808
3430,3114,1974
3431,3286,3054
3432,3446,2508
3433,2150,3246
3434,4234,2196
3435,2101,1890
3436,2231,2022
3437,2559,2502
3438,3418,2436
3439,4096,3000
3440,2536,2352
3441,2529,2772
3442,2291,2754
3443,3353,1866
3444,2109,2286
3445,1988,2478
3446,2135,2466
3447,2131,2760
3448,1737,2358
3449,2040,2562
3450,2372,2046
3451,3132,3480
3452,2131,2718
3453,2253,2304
3454,2350,3828
3455,2775,3570
3456,2176,2298
3457,2755,2646
3458,3476,3174
3459,2816,2196
3460,2136,2298
3461,2839,2292
3462,2281,2010
3463,2468,2766
3464,3572,2604
3465,2879,2094
3466,2976,2082
3467,2149,2040
3468,3102,2616
3469,2660,2640
3470,3446,2622
3471,2433,2052
3472,2760,2622
3473,3081,3612
3474,2258,2172
3475,2075,2622
3476,2378,3828
3477,2570,2064
3478,1835,2514
3479,2378,2040
3480,2467,3210
3481,2834,2454
3482,3367,2328
3483,2375,2070
3484,2306,2172
3485,2494,2844
3486,2278,1986
3487,2814,2148
3488,2216,2724
3489,2633,2796
3490,2112,2724
3491,1851,2472
3492,2540,3186
3493,2402,2454
3494,3067,2394
3495,2200,2088
3496,3113,4104
3497,2406,2604
3498,2198,1938
3499,2307,2064
3500,2380,2238
3501,3128,2370
3502,2265,2220
3503,2159,2214
3504,2382,2754
3505,2172,2124
3506,2125,4116
3507,2531,2196
3508,1987,1872
3509,2758,2454
3510,2071,3192
3511,2539,2406
3512,2643,2436
3513,2492,2052
3514,3008,2124
3515,2652,2400
3516,2512,2694
3517,2932,2346
3518,3210,2124
3519,3248,3390
3520,2078,2526
3521,2128,2226
3522,4108,3006
3523,2339,2790
3524,2798,3354
3525,2153,2496
3526,2906,2382
3527,2457,2898
3528,2401,1944
3529,2443,2760
3530,2022,2550
3531,2432,2418
3532,2243,2886
3533,1747,2952
3534,1944,3720
3535,2296,2388
3536,2483,3546
3537,2693,2304
3538,2203,2010
3539,1762,2712
3540,2831,2994
3541,2617,1968
3542,2730,2598
3543,2575,2166
3544,3181,2448
3545,2785,2214
3546,3025,2430
3547,2417,2136
3548,4178,4470
3549,1878,3954
3550,1933,2808
3551,3426,2310
3552,2751,2118
3553,2105,2010
3554,2482,2994
3555,2319,1956
3556,4090,2598
3557,2735,1800
3558,2621,2622
3559,3080,3186
3560,2573,2658
3561,3179,2262
3562,2815,2736
3563,2444,2292
3564,2392,2454
3565,2935,3324
3566,2687,2754
3567,2443,3432
3568,2572,2640
3569,3117,2760
3570,2582,2508
3571,2906,2052
3572,2784,2160
3573,1895,2256
3574,3023,2046
3575,2778,2268
3576,1774,2958
3577,2565,3030
3578,2828,3228
3579,2429,3012
3580,2802,2340
3581,2808,2034
3582,1944,3378
3583,2589,2436
3584,3585,2178
3585,2759,2628
3586,2976,2586
3587,2488,2652
3588,2860,2646
3589,1999,2586
3590,2102,2346
3591,3596,2832
3592,2192,2388
3593,2886,2256
3594,2350,2250
3595,2524,2622
3596,2694,2340
3597,2505,2118
3598,3158,3024
3599,2406,2604
3600,3760,3204
3601,2477,3864
3602,2412,2934
3603,2353,2898
3604,2063,2850
3605,2411,3018
3606,2216,2214
3607,2005,2370
3608,2091,2256
3609,2274,3000
3610,2465,2652
3611,2500,2592
3612,1893,2412
3613,2279,2814
3614,2812,3774
3615,2268,2544
3616,2844,2634
3617,2312,2064
3618,2838,2892
3619,2903,2538
3620,2508,2526
3621,2501,2130
3622,2048,2148
3623,3134,2886
3624,2795,2376
3625,2220,2526
3626,1869,3402
3627,2498,2994
3628,2865,2568
3629,2334,1866
3630,3016,2340
3631,2652,2034
3632,2393,2454
3633,2382,3576
3634,2212,3180
3635,3062,2826
3636,2645,2040
3637,2493,3942
3638,3303,2196
3639,2354,2466
3640,2341,2802
3641,2202,2652
3642,2134,2802
3643,2965,2358
3644,2912,3036
3645,2752,1740
3646,1918,3564
3647,2719,2388
3648,2829,3318
3649,2308,2622
3650,2739,3000
3651,3174,2766
3652,2682,2316
3653,2391,2514
3654,2993,3222
3655,2041,2544
3656,2027,2382
3657,2546,2274
3658,3644,2586
3659,2029,2172
3660,3145,3420
3661,2047,1914
3662,2982,2388
3663,2018,3144
3664,2385,2322
3665,2121,2988
3666,4966,2436
3667,2309,2088
3668,2698,2280
3669,2494,1950
3670,2436,2040
3671,3646,2298
3672,2724,3168
3673,2863,3090
3674,2597,2838
3675,3021,2802
3676,2530,2652
3677,2847,3738
3678,3519,3114
3679,2528,2772
3680,2970,2136
3681,2411,2148
3682,1906,2076
3683,2751,2232
3684,3022,2454
3685,2844,2130
3686,2214,2160
3687,2115,2244
3688,2316,2604
3689,2131,2400
3690,2206,2532
3691,2339,2154
3692,2301,1764
3693,2125,2010
3694,2697,2364
3695,2348,2070
3696,2360,2004
3697,2297,2346
3698,3523,2178
3699,3013,2064
3700,1845,2892
3701,1962,2694
3702,2276,2730
3703,2777,1872
3704,2889,2742
3705,2363,2232
3706,2504,2040
3707,2944,2382
3708,2678,2520
3709,2216,3030
3710,2320,1944
3711,3498,2970
3712,2713,2490
3713,1904,2088
3714,3193,2274
3715,1971,1938
3716,2433,2652
3717,2286,2100
3718,2890,2562
3719,2835,2268
3720,2152,2844
3721,2080,2754
3722,2101,1914
3723,2260,2262
3724,2693,2484
3725,2209,2454
3726,1867,3390
3727,2225,2580
3728,2051,1806
3729,3147,2508
3730,2268,2496
3731,3375,2766
3732,2580,2580
3733,3624,2352
3734,2180,2694
3735,2578,2328
3736,2399,1896
3737,3408,2826
3738,2165,3186
3739,2412,2184
3740,1937,2118
3741,2491,2088
3742,2530,2196
3743,2511,3582
3744,2334,2448
3745,2616,2760
3746,2083,3012
3747,2063,2394
3748,2559,2292
3749,2075,2844
3750,3182,2346
3751,2360,3000
3752,3266,2448
3753,2487,2418
3754,2522,2358
3755,2351,2472
3756,3806,2640
3757,2280,2616
3758,2356,2430
3759,2653,3276
3760,2178,2538
3761,3571,2688
3762,2304,1914
3763,3403,2892
3764,2474,3066
3765,2173,2244
3766,2632,2154
3767,2702,2388
3768,3190,3066
3769,2260,3114
3770,3459,2508
3771,2104,1938
3772,2583,2700
3773,2134,2538
3774,2451,2184
3775,2174,2178
3776,2403,2496
3777,3264,2340
3778,2255,2772
3779,1825,2154
3780,2602,3198
3781,2337,2778
3782,2393,1836
3783,3025,2292
3784,2450,2376
3785,2490,4368
3786,2848,2118
3787,2834,3420
3788,2933,2142
3789,3385,2706
3790,2179,2358
3791,2690,1872
3792,2263,2628
3793,2098,3366
3794,3870,2208
3795,2223,2664
3796,2371,2286
3797,2628,2562
3798,4349,3618
3799,2598,2724
3800,2688,2502
3801,1938,3102
3802,2905,2544
3803,2653,2580
3804,2141,2460
3805,2689,2226
3806,2204,2622
3807,2910,2400
3808,3474,3222
3809,2882,2502
3810,2193,2430
3811,2110,3630
3812,3182,2088
3813,3274,2106
3814,3195,2460
3815,2489,4728
3816,1953,3180
3817,2368,2748
3818,2897,2712
3819,3105,3174
3820,2212,2856
3821,2993,3198
3822,2337,1932
3823,2734,2166
3824,2477,3996
3825,3107,2580
3826,2418,3204
3827,2907,2634
3828,2640,4182
3829,2032,2532
3830,2490,2304
3831,4656,2922
3832,2289,2766
3833,2403,2064
3834,2270,3234
3835,2404,5046
3836,4177,2544
3837,2426,3768
3838,3452,3270
3839,2482,2232
3840,2509,5352
3841,2544,2370
3842,2502,2718
3843,3172,2400
3844,2450,2184
3845,2851,2526
3846,2246,2076
3847,1675,2304
3848,3818,1866
3849,1951,2952
3850,2544,2448
3851,2338,2706
3852,2627,2448
3853,2255,2466
3854,3362,2472
3855,2953,3090
3856,2481,2664
3857,2988,2418
3858,3329,2586
3859,2752,3636
3860,2322,2706
3861,2241,2634
3862,2283,2754
3863,2934,1806
3864,2864,2358
3865,2673,3486
3866,2073,2046
3867,2582,2628
3868,2443,2526
3869,2070,2382
3870,2785,2262
3871,3318,2424
3872,3054,3072
3873,2854,3786
3874,2625,2700
3875,2429,2346
3876,1899,2754
3877,3318,2370
3878,2441,2526
3879,2478,2418
3880,2093,2778
3881,2297,2718
3882,2002,2310
3883,2682,2658
3884,2371,2694
3885,3471,2424
3886,2181,2394
3887,2522,2586
3888,2761,2328
3889,2171,3882
3890,2055,2412
3891,1951,2334
3892,2442,2046
3893,2268,3240
3894,2833,3258
3895,2179,2358
3896,2436,2178
3897,2328,2436
3898,2461,2226
3899,2574,2304
3900,2639,3084
3901,2121,2034
3902,2830,2352
3903,2024,2472
3904,2722,3336
3905,1940,2802
3906,3010,3570
3907,3421,2376
3908,2019,1674
3909,1753,2106
3910,2735,2292
3911,2796,2844
3912,2550,3612
3913,2341,2184
3914,2564,3300
3915,3202,3390
3916,2500,3810
3917,2127,3432
3918,2032,2280
3919,2443,2910
3920,2315,2832
3921,3272,2904
3922,2882,2460
3923,2520,2082
3924,2458,2556
3925,2379,2886
3926,2559,3582
3927,4382,2004
3928,2316,2142
3929,2675,3324
3930,2670,2052
3931,2682,2268
3932,2681,2094
3933,2535,2460
3934,2658,2640
3935,3169,1860
3936,2293,2268
3937,2913,2592
3938,2194,2526
3939,2548,2268
3940,2124,2148
3941,2510,2718
3942,2627,1998
3943,2433,2208
3944,2772,2172
3945,3559,3876
3946,2506,2766
3947,2705,2616
3948,2478,2238
3949,2282,4392
3950,2163,2454
3951,2268,2034
3952,3761,3432
3953,2279,3492
3954,2230,2478
3955,2730,2232
3956,2190,2604
3957,1854,2616
3958,2793,1884
3959,2508,2172
3960,2771,2556
3961,2068,2526
3962,2739,2136
3963,2484,2544
3964,1765,2424
3965,2685,2532
3966,2356,2640
3967,2829,2460
3968,2097,2226
3969,2573,2406
3970,2630,2862
3971,3671,2328
3972,2109,2496
3973,2314,2628
3974,2718,2604
3975,2460,3402
3976,2253,3018
3977,2339,3462
3978,2685,2628
3979,2715,3012
3980,2879,3900
3981,1987,2580
3982,2533,3576
3983,1922,2652
3984,2261,2586
3985,3201,2658
3986,2437,2874
3987,4077,2418
3988,2970,2082
3989,3766,2172
3990,2196,2652
3991,3384,2340
3992,3077,3234
3993,2340,2250
3994,2610,2268
3995,2734,2112
3996,2081,3258
3997,3318,2520
3998,2278,2424
3999,2691,2100
4000,3094,2046
4001,2026,3648
4002,1973,2706
4003,2580,2796
4004,2026,2448
4005,3184,2658
4006,3406,3072
4007,4156,2430
4008,2295,2226
4009,2278,2880
4010,2457,2718
4011,2412,2448
4012,2338,2676
4013,3023,2262
4014,3010,2598
4015,2962,3288
4016,2420,2388
4017,2331,2994
4018,2906,2634
4019,2344,2064
4020,3254,2580
4021,2067,2310
4022,3101,2292
4023,1803,2742
4024,3427,2886
4025,3023,2232
4026,1835,2388
4027,2476,3090
4028,2133,2154
4029,2901,2862
4030,2857,2268
4031,2741,2448
4032,2628,2826
4033,2451,2100
4034,2685,3144
4035,2507,2358
4036,2830,2724
4037,2088,2220
4038,1881,3036
4039,2925,2724
4040,2930,2688
4041,2190,2124
4042,2084,3306
4043,2549,2604
4044,2101,2130
4045,2928,3156
4046,2220,2208
4047,2418,3618
4048,2874,2172
4049,2861,2682
4050,2189,2742
4051,2324,2880
4052,2194,3432
4053,2269,3438
4054,3117,2376
4055,3853,2316
4056,2574,3906
4057,2218,2478
4058,2925,2010
4059,2027,2172
4060,2090,2628
4061,2682,2976
4062,2803,1866
4063,2899,4776
4064,2172,2040
4065,2967,2778
4066,2390,4212
4067,3045,2568
4068,2129,2304
4069,2907,3342
4070,1950,2178
4071,4280,1848
4072,2710,2646
4073,3074,1908
4074,2576,2358
4075,4622,2976
4076,2660,2454
4077,2442,2448
4078,2024,3612
4079,3088,3012
4080,2722,2640
4081,2712,3006
4082,2652,1764
4083,2280,1842
4084,1843,2184
4085,3458,3150
4086,2233,2436
4087,2706,2844
4088,2702,3216
4089,2487,2400
4090,2708,3096
4091,2236,3438
4092,2317,1770
4093,2841,2436
4094,2540,2412
4095,2159,2052
4096,2626,2574
4097,2189,3246
4098,2244,3504
4099,2118,3480
4100,2559,2118
4101,2318,2862
4102,3503,2580
4103,3282,3090
4104,2777,2364
4105,2161,1926
4106,2591,2310
4107,3037,3582
4108,2725,2094
4109,2389,2142
4110,2805,2016
4111,2535,2856
4112,2520,2610
4113,3142,3102
4114,1874,2034
4115,2946,3426
4116,1807,2418
4117,1789,1776
4118,3280,2286
4119,2754,2070
4120,2227,1986
4121,3060,2994
4122,2231,2640
4123,3292,2358
4124,1996,3060
4125,3677,2220
4126,3437,2052
4127,2202,2496
4128,3054,2490
4129,2449,2892
4130,2672,1962
4131,2528,2694
4132,2330,3696
4133,2910,3180
4134,2160,2442
4135,2505,2634
4136,3519,2712
4137,2499,2220
4138,2596,2688
4139,2191,2046
4140,3745,3006
4141,4056,2460
4142,1741,2478
4143,2547,4422
4144,3399,2514
4145,3229,2910
4146,1997,2712
4147,2156,2652
4148,2999,2490
4149,2911,3204
4150,2463,3396
4151,2404,2472
4152,2789,2346
4153,4059,2610
4154,2940,2220
4155,3024,2628
4156,2069,2196
4157,2224,2592
4158,2457,2202
4159,2344,1950
4160,2767,2358
4161,2225,2646
4162,2232,2628
4163,3104,2202
4164,2505,2442
4165,2894,2646
4166,3162,3066
4167,2133,2256
4168,3070,3354
4169,1919,2880
4170,2278,2586
4171,2064,1884
4172,4724,2688
4173,2335,2916
4174,3557,2904
4175,2718,2088
4176,3110,2742
4177,2359,2862
4178,2425,2424
4179,1971,2772
4180,2891,2658
4181,1764,2850
4182,1980,2256
4183,2217,2646
4184,2344,2562
4185,2083,1986
4186,2650,2808
4187,3237,2274
4188,2392,2322
4189,2612,2370
4190,2392,2778
4191,3759,1842
4192,2278,2172
4193,2521,2592
4194,2486,2628
4195,2503,2820
4196,2996,2418
4197,2237,2004
4198,2163,3318
4199,2906,1956
4200,2808,2688
4201,2078,2220
4202,3208,1812
4203,2542,2046
4204,2638,3042
4205,2488,2082
4206,2407,3018
4207,2235,2478
4208,2068,3960
4209,2951,1686
4210,2010,2520
4211,3228,2106
4212,2935,2526
4213,1662,2538
4214,2527,2742
4215,2779,3738
4216,3075,2262
4217,2238,2388
4218,1986,2412
4219,2128,2190
4220,2619,3186
4221,2127,4098
4222,2641,2370
4223,2576,2418
4224,2551,1920
4225,2158,2742
4226,2870,3066
4227,2777,3060
4228,2441,2406
4229,2175,2484
4230,3860,1884
4231,2784,2886
4232,2170,2268
4233,2538,2520
4234,2869,2754
4235,2407,2622
4236,2144,1932
4237,2804,3354
4238,3066,2904
4239,2233,2862
4240,2499,2436
4241,2447,2496
4242,2619,2436
4243,2021,2202
4244,2559,2688
4245,2700,2556
4246,2036,3096
4247,2460,2298
4248,1975,2856
4249,2622,2328
4250,2556,2238
4251,3004,2208
4252,2194,2394
4253,1895,2298
4254,1757,3144
4255,2698,2646
4256,2442,2280
4257,2667,2130
4258,2066,2562
4259,2981,3738
4260,2358,3546
4261,3616,1836
4262,3794,2484
4263,2293,2100
4264,2578,3990
4265,2138,2178
4266,2700,2166
4267,2347,3036
4268,2084,2136
4269,2300,2604
4270,2375,2280
4271,3233,2352
4272,2941,2550
4273,2881,2190
4274,3105,1938
4275,2887,2832
4276,2243,2598
4277,2146,3666
4278,2287,2454
4279,2421,2676
4280,2836,2136
4281,2270,2736
4282,2301,3408
4283,2884,3192
4284,2308,3186
4285,2403,2580
4286,2848,2988
4287,2236,2502
4288,3462,3138
4289,2638,2706
4290,2272,2484
4291,2718,3636
4292,2695,2880
4293,2612,2304
4294,2493,3504
4295,2731,2268
4296,2727,2178
4297,2021,1914
4298,2942,2304
4299,2611,2706
4300,2693,3546
4301,2216,3372
4302,1927,2466
4303,4054,4152
4304,1614,2544
4305,2358,2256
4306,2332,3546
4307,2273,2100
4308,3346,3072
4309,2849,2736
4310,2458,2610
4311,2106,3234
4312,3245,2952
4313,3463,2460
4314,3152,3108
4315,2861,3330
4316,3017,2184
4317,2698,3108
4318,2631,2148
4319,2472,2754
4320,2050,2376
4321,1757,2652
4322,2140,3060
4323,2208,2628
4324,2649,3246
4325,2230,3066
4326,1955,2490
4327,3730,1926
4328,2216,2100
4329,3214,3132
4330,3243,2610
4331,2325,2232
4332,2373,2688
4333,2361,3456
4334,1837,2568
4335,2814,2886
4336,2737,2052
4337,2424,2130
4338,1918,3186
4339,2706,2334
4340,2392,2130
4341,2438,2412
4342,3370,2796
4343,3036,3174
4344,2412,2154
4345,2832,2454
4346,2785,1992
4347,2201,3648
4348,2232,2700
4349,2692,2730
4350,3083,2646
4351,3314,2256
4352,3004,2586
4353,3822,2820
4354,3868,2274
4355,2159,2100
4356,2257,2412
4357,1953,2136
4358,2710,2892
4359,2083,3288
4360,2756,2268
4361,2333,2256
4362,2369,2604
4363,2937,2124
4364,3481,2850
4365,2556,2394
4366,2087,2580
4367,3065,2466
4368,3326,2478
4369,3118,5094
4370,2467,1908
4371,3038,2442
4372,2204,2982
4373,2455,2484
4374,3183,2550
4375,2552,3078
4376,2828,3084
4377,2950,3120
4378,2207,2820
4379,2210,2160
4380,3197,2520
4381,2665,2982
4382,1893,2928
4383,2846,2544
4384,2880,3312
4385,2302,3276
4386,2045,3066
4387,2145,2640
4388,2364,2274
4389,2160,2082
4390,2244,2730
4391,3469,3336
4392,3772,1854
4393,2784,3654
4394,2492,3690
4395,2396,2610
4396,2325,2922
4397,2125,2010
4398,2594,2682
4399,2082,2058
4400,3279,2820
4401,2712,2502
4402,2143,3282
4403,2055,2424
4404,2699,2478
4405,2602,2976
4406,2921,2490
4407,4025,2928
4408,2899,2622
4409,3905,2832
4410,3508,1884
4411,3271,2976
4412,2628,2604
4413,3059,1932
4414,2383,2460
4415,2179,2916
4416,2624,2400
4417,2492,2640
4418,2242,2010
4419,2533,2802
4420,1851,2922
4421,2407,2574
4422,2552,2268
4423,2515,3342
4424,2602,2550
4425,1687,2214
4426,2485,1854
4427,3726,2004
4428,2464,2118
4429,2107,3090
4430,2979,2388
4431,2826,2388
4432,2421,3408
4433,1946,2574
4434,3081,3108
4435,2110,2298
4436,2813,2490
4437,2219,2352
4438,2048,2970
4439,2917,2040
4440,3728,7230
4441,2148,2730
4442,2439,2304
4443,2561,2526
4444,2961,1974
4445,2495,2718
4446,2890,3222
4447,2671,2004
4448,2104,3906
4449,2204,3102
4450,1906,4188
4451,2783,2430
4452,2361,2262
4453,2307,2346
4454,2476,3162
4455,2654,3072
4456,1810,2826
4457,2459,2826
4458,2386,2592
4459,2003,3060
4460,3221,2328
4461,2839,2898
4462,2088,2634
4463,2729,2418
4464,2118,2292
4465,2725,2532
4466,2107,2664
4467,2899,2634
4468,2554,2826
4469,2285,3612
4470,2714,2802
4471,2756,2352
4472,2980,3294
4473,2227,3246
4474,3343,2418
4475,2697,3054
4476,3794,2232
4477,2649,1764
4478,2388,2730
4479,1963,2622
4480,3311,3204
4481,2583,2100
4482,2056,1830
4483,2515,2472
4484,2721,2148
4485,2510,2520
4486,2275,2892
4487,1889,2334
4488,2171,2082
4489,2620,2160
4490,2379,2082
4491,3198,1950
4492,2375,2982
4493,3352,3594
4494,2857,2172
4495,2647,2028
4496,2464,2238
4497,2613,2526
4498,3003,3624
4499,1810,2940
4500,2059,3714
4501,2973,2046
4502,3124,2364
4503,2260,2520
4504,3792,2832
4505,2728,2418
4506,2755,2748
4507,2515,2988
4508,2694,2448
4509,3815,1986
4510,2332,1926
4511,2666,3066
4512,3005,2448
4513,2355,1914
4514,2459,2232
4515,2219,2262
4516,3124,2262
4517,1870,2658
4518,3186,2532
4519,3697,2910
4520,3490,2634
4521,3301,2052
4522,2207,3798
4523,3220,1848
4524,2684,2340
4525,1845,2328
4526,2983,2298
4527,4441,2610
4528,2229,3726
4529,2231,1854
4530,2087,2268
4531,2329,2148
4532,2889,2040
4533,1865,2058
4534,3167,2892
4535,2454,2856
4536,4411,3450
4537,2717,2922
4538,3198,2292
4539,2609,2796
4540,2474,2046
4541,2421,2280
4542,3491,2166
4543,2458,2946
4544,2431,3342
4545,2305,2094
4546,3437,2400
4547,2317,2082
4548,2423,2304
4549,3179,2166
4550,3037,2910
4551,2729,2562
4552,3954,2616
4553,2740,3006
4554,1863,2100
4555,2325,2286
4556,1948,2622
4557,2180,3168
4558,2920,2838
4559,4623,2478
4560,1996,2748
4561,2124,2718
4562,2660,2622
4563,2864,2292
4564,2957,2586
4565,2067,2538
4566,2379,2172
4567,2589,2592
4568,3403,3150
4569,2636,2730
4570,2471,3018
4571,2134,2616
4572,2853,2322
4573,3128,2796
4574,2513,2484
4575,3918,2124
4576,2740,1914
4577,2935,3408
4578,3887,1866
4579,3779,2946
4580,3065,3126
4581,2641,2772
4582,2938,2538
4583,2353,2952
4584,3412,2484
4585,2374,1734
4586,2240,2724
4587,2737,2286
4588,2906,2400
4589,2435,2406
4590,2323,3054
4591,2174,2448
4592,3030,2124
4593,3087,1926
4594,2893,2850
4595,4176,2460
4596,3468,2922
4597,2284,2166
4598,2917,2022
4599,2696,2106
4600,3189,2286
4601,2319,1962
4602,2509,2688
4603,2806,2754
4604,2801,2586
4605,3152,2274
4606,1948,2352
4607,2732,2856
4608,3776,2922
4609,1941,3270
4610,2470,3066
4611,2169,3108
4612,1928,3042
4613,3159,2112
4614,2543,2676
4615,2997,3018
4616,3259,3030
4617,2088,2838
4618,2958,2568
4619,2496,2352
4620,2599,3306
4621,2549,2100
4622,2659,2142
4623,2977,4608
4624,2847,2328
4625,1952,2946
4626,2418,3732
4627,2513,2460
4628,2451,2118
4629,2627,2064
4630,2142,2868
4631,3423,2232
4632,2808,2178
4633,2600,1914
4634,2838,3414
4635,3086,2280
4636,2676,2862
4637,2628,2496
4638,2869,2862
4639,2497,2508
4640,2171,2418
4641,2285,2496
4642,1888,2166
4643,2636,3276
4644,3441,2256
4645,2386,1992
4646,2154,2052
4647,2886,2712
4648,2918,2460
4649,2961,2436
4650,2684,2334
4651,2242,2772
4652,2510,2970
4653,2663,2580
4654,2565,3588
4655,2891,2682
4656,2736,2526
4657,2088,3144
4658,2327,3462
4659,2437,2688
4660,3432,2382
4661,1881,2640
4662,2218,2028
4663,2192,2280
4664,2565,3258
4665,3512,2622
4666,2449,3042
4667,1956,2190
4668,2995,2094
4669,2046,4002
4670,2084,2682
4671,2504,2862
4672,2295,2130
4673,1989,3024
4674,2060,3510
4675,2782,2406
4676,4288,2490
4677,2510,2592
4678,2434,2136
4679,2277,3558
4680,3147,1986
4681,2315,2232
4682,2814,3258
4683,2093,2430
4684,2028,3288
4685,2169,3942
4686,2375,3666
4687,2325,3132
4688,2422,2178
4689,2561,2376
4690,1892,3366
4691,2263,2688
4692,2713,1908
4693,2492,2172
4694,2360,2340
4695,3303,4026
4696,2508,2112
4697,2112,2520
4698,3101,2898
4699,2433,2052
4700,2582,3048
4701,2221,2562
4702,2805,2670
4703,2504,2478
4704,2155,2754
4705,3013,2070
4706,2225,2586
4707,2714,2340
4708,3529,2520
4709,3234,2946
4710,2582,2544
4711,2664,2556
4712,2337,2520
4713,2109,2748
4714,2848,3768
4715,2483,3198
4716,2929,2208
4717,2459,2454
4718,2477,2484
4719,2346,2490
4720,2881,2268
4721,3617,2346
4722,3628,2280
4723,3561,2898
4724,2308,2406
4725,2100,2820
4726,2446,2190
4727,5327,2874
4728,3226,2706
4729,2596,2670
4730,2299,2502
4731,2995,2976
4732,2604,2028
4733,2386,2184
4734,2451,2412
4735,1939,3696
4736,2506,2520
4737,2754,3630
4738,2056,2874
4739,1991,2004
4740,2110,2130
4741,2407,2112
4742,2481,2232
4743,2329,2088
4744,2249,2610
4745,2437,2232
4746,3398,2364
4747,1908,2430
4748,2645,1902
4749,2203,2508
4750,2647,2742
4751,2448,2508
4752,2895,2304
4753,2749,3048
4754,3227,4194
4755,3120,2154
4756,2185,2736
4757,2097,2382
4758,2959,2148
4759,1994,1920
4760,2719,2586
4761,2773,2328
4762,2555,2394
4763,2241,2484
4764,2207,2124
4765,2827,3858
4766,2544,2070
4767,2334,2430
